age,sex,f_name,last name,commune,insee code,city type,department,reg,catégorie,revenue,cible
50,Male,ALAIN,CONREAU,Marignier,74164,Commune simple,74,84,3,3550,success
56,Male,JEAN,RINGLER,Brest,29019,Sous-préfecture,29,53,7,1420,success
69,Female,JOCELYNE,TRIMAILLE,Blies-Guersviller,57093,Commune simple,57,44,13,NA,failure
33,Female,SABRINA,MICHEL,Sucy-en-Brie,94071,Chef-lieu canton,94,11,12,NA,success
21,Female,CAMILLE,PRENANT,Gassin,83065,Commune simple,83,93,10,NA,failure
62,Female,MARIE,EVEN,Argenteuil,95018,Sous-préfecture,95,11,13,NA,success
34,Female,MARIE,TECHER,Fontenay-sous-Bois,94033,Chef-lieu canton,94,11,4,2550,success
49,Female,PATRICIA,NONO,Villeneuve-d'Ascq,59009,Chef-lieu canton,59,32,3,10510,success
72,Male,JEAN,THIEFAIN,Cavan,22034,Commune simple,22,53,13,NA,failure
55,Male,CLAUDE,PASCAL,Jouarre,77238,Commune simple,77,11,12,NA,success
77,Female,GENEVIÈVE,LESUEUR,Saint-Lumine-de-Coutais,44174,Commune simple,44,52,13,NA,failure
31,Female,TIFFANY,BEGUE,Elne,66065,Chef-lieu canton,66,76,5,1320,success
33,Female,PAULINE,OLIVEIRA,Haroué,54252,Chef-lieu canton,54,44,4,1410,success
34,Male,NICOLAS,LEMAIRE,Évry,91228,Préfecture,91,11,12,NA,success
48,Female,NOUARA,ETRILLARD,Saint-Mandé,94067,Chef-lieu canton,94,11,6,1740,success
62,Male,YANNICK,DUEZ,Lauzerville,31284,Commune simple,31,76,13,NA,failure
84,Female,CHARLEMAGNE,CAMPAGNIE,Rueil-Malmaison,92063,Chef-lieu canton,92,11,13,NA,failure
35,Male,NICOLAS,MICHALON,Pernes-les-Fontaines,84088,Chef-lieu canton,84,93,5,1400,failure
15,Male,NIMA,BLANCHOD,Charenton-le-Pont,94018,Chef-lieu canton,94,11,10,NA,failure
32,Male,ALEXANDRE,MORANDEAU,Paris 18e  Arrondissement,75118,Capitale d'état,75,11,7,2220,failure
28,Male,BAPTISTE,PRIGENT,Tencin,38501,Commune simple,38,84,7,1740,failure
52,Male,FRANÇOIS,PADRE,Le Mans,72181,Préfecture,72,52,12,NA,success
21,Male,JOFFREY,KELLER,Pessac,33318,Chef-lieu canton,33,75,11,NA,failure
38,Female,EMMANUELLE,DOBERT,Saint-Julien-en-Genevois,74243,Sous-préfecture,74,84,5,1650,success
67,Male,ALAIN,PROST,Lyon 3e  Arrondissement,69383,Préfecture de région,69,84,13,NA,failure
41,Male,MICKAEL,THOREZ,Chanos-Curson,26071,Commune simple,26,84,7,2390,success
36,Female,LAËTITIA,MALDONADO,Villemomble,93077,Chef-lieu canton,93,11,12,NA,success
71,Female,FRANCINE,POISSINGER,La Couronne,16113,Chef-lieu canton,16,75,13,NA,failure
65,Female,LINE,BAILLIEU,Oloron-Sainte-Marie,64422,Sous-préfecture,64,75,13,NA,success
38,Female,JOANA,CHOUTEAU,Villenave-d'Ornon,33550,Chef-lieu canton,33,75,5,1510,success
31,Male,ANTHONY,GAILLARD,Châteaubourg,35068,Chef-lieu canton,35,53,12,NA,failure
29,Female,MAUD,THOMAS,Beuvry,62126,Commune simple,62,32,5,1820,success
28,Male,PIERRE-LOUIS,HEUILLARD,Montauban,82121,Préfecture,82,76,4,2380,failure
24,Female,ANAÏS,SEVERIN,Amiens,80021,Préfecture de région,80,32,12,NA,failure
76,Male,DANIEL,FERRER,Saint-Pardoux-les-Cards,23229,Commune simple,23,75,13,NA,failure
42,Female,STÉPHANIE,DIOT,Villeneuve-le-Roi,94077,Chef-lieu canton,94,11,4,1590,success
60,Female,VÉRONIQUE,MORLANS,Hauts de Bienne,39368,Chef-lieu canton,39,27,12,NA,success
85,Male,GUY,GABRIEL,La Celle-Saint-Cloud,78126,Chef-lieu canton,78,11,13,NA,failure
18,Male,ALEXIS,WERTHEIMER,Mondonville,31351,Commune simple,31,76,10,NA,failure
59,Female,ISABELLE,LAPLANCHE,Marsac-sur-l'Isle,24256,Commune simple,24,75,11,NA,success
25,Male,ADLEN,VERAGHE,Tréguennec,29292,Commune simple,29,53,8,1030,failure
25,Male,ALLAN,PINTHON,Jaunay-Clan,86115,Commune simple,86,75,11,NA,failure
21,Male,CLÉMENT,LACROIX,Villiers-sur-Marne,94079,Chef-lieu canton,94,11,7,1680,failure
63,Female,THÉRÈSE,DEGUINES,Limoges,87085,Préfecture de région,87,75,13,NA,success
65,Male,ANDRÉ,JOAQUIN,Lyon 3e  Arrondissement,69383,Préfecture de région,69,84,12,NA,failure
24,Male,ALEXANDRE,BARTZ,Paris 12e  Arrondissement,75112,Capitale d'état,75,11,10,NA,failure
31,Female,MORGANE,ARLOT,Varces-Allières-et-Risset,38524,Commune simple,38,84,5,1650,failure
41,Male,THOMAS,MOUMEN,La Gresle,42104,Commune simple,42,84,3,4750,success
67,Male,ALAIN,LEVASSEUR,Saint-Herblain,44162,Chef-lieu canton,44,52,13,NA,failure
48,Female,MARIE-CHRISTINE,DUPRAT,Plouzané,29212,Commune simple,29,53,4,1720,success
35,Male,HERVÉ,GUILBEAU,Marseille 11e  Arrondissement,13211,Préfecture de région,13,93,4,7520,failure
61,Male,LOÏC,SORAIS,Tourrette-Levens,06147,Commune simple,06,93,13,NA,failure
90,Female,EMILIENNE,DRIEL,Issoudun,36088,Sous-préfecture,36,24,13,NA,failure
98,Female,MARIE,NADEAU,Dammartin-en-Goële,77153,Chef-lieu canton,77,11,13,NA,failure
73,Female,DANIELLE,BOUAB,Pleurs,51432,Commune simple,51,44,13,NA,failure
67,Female,ELIANE,CORNUEJOLS,Bohars,29011,Commune simple,29,53,13,NA,failure
57,Female,ODILE,BLANC,Reims,51454,Sous-préfecture,51,44,4,1560,success
22,Male,ANDRÉ,XUEREB,Cessy,01071,Commune simple,01,84,10,NA,failure
79,Female,SOLANGE,MASSON,Hatten,67184,Commune simple,67,44,13,NA,failure
29,Male,YOHANN,POTIER,Aix-en-Provence,13001,Sous-préfecture,13,93,10,NA,failure
33,Male,EMMANUEL,SEIGNOBOS,Lille,59350,Préfecture de région,59,32,1,1380,success
39,Male,LUDOVIC,BAUD,Franconville,95252,Chef-lieu canton,95,11,4,1790,success
29,Female,JESSICA,BOUSQUET,Gennevilliers,92036,Chef-lieu canton,92,11,4,1360,success
90,Male,JEAN,PENOT,École-Valentin,25212,Commune simple,25,27,13,NA,failure
18,Female,AMEL,SIRE,Dardilly,69072,Commune simple,69,84,5,1260,failure
53,Male,PATRICK,RENAULT,Auch,32013,Préfecture,32,76,8,1820,success
17,Female,ANISSA,QUENAULT,Chaumont,52121,Préfecture,52,44,10,NA,failure
90,Male,PIERRE,MARIN,Lescar,64335,Chef-lieu canton,64,75,13,NA,failure
25,Male,DAMIEN,BISI,Pau,64445,Préfecture,64,75,11,NA,failure
25,Female,AUDREY,LOPES,Gennevilliers,92036,Chef-lieu canton,92,11,11,NA,success
47,Male,NICOLAS,RAJEWSKI,Crest,26108,Chef-lieu canton,26,84,7,1220,success
48,Male,OLIVIER,BOCKHORNI,Goussainville,95280,Chef-lieu canton,95,11,4,2200,success
60,Female,CHRISTINE,PECCINI,Roissy-en-Brie,77390,Chef-lieu canton,77,11,6,1800,success
22,Male,MIKAEL,MATHIEU,Marsilly,17222,Commune simple,17,75,6,1880,failure
15,Female,ANAÏS,DEBEIRE,Vaux-le-Pénil,77487,Commune simple,77,11,10,NA,failure
64,Male,JACQUES,BELLIARD,Sainte-Sigolène,43224,Chef-lieu canton,43,84,13,NA,failure
52,Female,VÉRONIQUE,BOURNERIE,Cachan,94016,Chef-lieu canton,94,11,5,1400,success
16,Female,JADE,BENABDELKADER,Ollioules,83090,Chef-lieu canton,83,93,10,NA,failure
65,Male,BERNARD,CURRELI,Paris 20e  Arrondissement,75120,Capitale d'état,75,11,13,NA,failure
47,Female,STELLA,LUX,Marseille 10e  Arrondissement,13210,Préfecture de région,13,93,1,1480,success
52,Female,CORINNE,BLANQUET,Senoncourt,70488,Commune simple,70,27,5,1340,success
71,Male,GÉRARD,CHARLES,Marcellaz-Albanais,74161,Commune simple,74,84,13,NA,failure
45,Female,MAGALI,PERMEZEL,Plougastel-Daoulas,29189,Commune simple,29,53,12,NA,success
24,Female,PAULINE,CASTILLE,Orléans,45234,Préfecture de région,45,24,6,1440,failure
20,Female,YASMINA,BAILLE,Montauban,82121,Préfecture,82,76,10,NA,failure
34,Male,GUILLAUME,BLONDELET,Migné-Auxances,86158,Commune simple,86,75,1,870,failure
50,Female,LYDIE,LETHUILLIER,Fleury-sur-Orne,14271,Commune simple,14,28,5,1280,success
35,Female,MÉLANIE,GEILER,Saran,45302,Commune simple,45,24,11,NA,success
74,Female,THÉRÈSE,GUERBET,Limoges,87085,Préfecture de région,87,75,13,NA,failure
87,Male,RENÉ,CHRISTINE,Paris 17e  Arrondissement,75117,Capitale d'état,75,11,13,NA,failure
46,Male,MICKAEL,ELIE,Limoges,87085,Préfecture de région,87,75,4,2440,success
27,Male,FÉLIX,LE ROY,Illzach,68154,Chef-lieu canton,68,44,4,1710,failure
70,Male,RAPHAËL,GERARD,Bourcefranc-le-Chapus,17058,Commune simple,17,75,13,NA,failure
69,Female,ELISABETH,BRUN,Châtillon-sur-Thouet,79080,Commune simple,79,75,13,NA,failure
43,Male,GÉRARD,BOUZIDI,Aubagne,13005,Chef-lieu canton,13,93,12,NA,success
36,Male,MICKAEL,GALLARD,Escaudain,59205,Commune simple,59,32,8,1510,success
81,Female,DENISE,POULET,Fenouillet,31182,Commune simple,31,76,13,NA,failure
64,Female,LYDIA,DUHAMEL,Lille,59350,Préfecture de région,59,32,13,NA,success
73,Female,MARIE,PERRAMENT,Argenteuil,95018,Sous-préfecture,95,11,13,NA,failure
51,Female,KARINE,BOURDON,La Peyratte,79208,Commune simple,79,75,11,NA,success
25,Male,RAPHAËL,MESSINA,Lagnes,84062,Commune simple,84,93,2,1510,failure
49,Male,SYLVAIN,TORCHIO,Ris-Orangis,91521,Chef-lieu canton,91,11,11,NA,success
22,Female,SOLÈNE,MULIER,Cambrai,59122,Sous-préfecture,59,32,4,1980,success
52,Female,DOMINIQUE,MARTINIE,Argonay,74019,Commune simple,74,84,4,2620,success
57,Male,SAMUEL,MORENO,Drancy,93029,Chef-lieu canton,93,11,2,1760,success
76,Female,NICOLE,MAILLARD,Yzeure,03321,Chef-lieu canton,03,84,13,NA,failure
43,Male,FRÉDÉRIC,LE NOUAILLE,Clermont-Ferrand,63113,Préfecture de région,63,84,4,1390,success
18,Female,ROMANE,GURTNER,La Rochelle,17300,Préfecture,17,75,10,NA,failure
51,Female,SYLVIE,MATHIEU,Galan,65183,Chef-lieu canton,65,76,4,2460,success
25,Female,LÉA,ELAMRI,Lamontélarié,81134,Commune simple,81,76,4,1620,failure
43,Female,EDWIGE,POUZEAUD,Verderonne,60669,Commune simple,60,32,4,2570,success
83,Female,CHRISTIANE,LE MAREC,Vieux-Ferrette,68347,Commune simple,68,44,13,NA,failure
45,Male,DOMINIQUE,OLLIER,Armbouts-Cappel,59016,Commune simple,59,32,11,NA,success
73,Female,MARIE-CLAIRE,MEILLEUR,La Membrolle-sur-Choisille,37151,Commune simple,37,24,13,NA,failure
33,Male,ALRICK,PEREIRA,Villers-Bretonneux,80799,Commune simple,80,32,8,2240,failure
19,Female,CHLOÉ,MAUPAS,Ramonchamp,88369,Commune simple,88,44,12,NA,failure
35,Female,CAMILLE,SERY,Saint-Maur-des-Fossés,94068,Chef-lieu canton,94,11,4,2210,success
43,Female,MARIE,THURIAU,Paris 7e  Arrondissement,75107,Capitale d'état,75,11,3,2210,success
31,Male,ISAIE,LECARDONNEL,La Chapelle-Saint-Luc,10081,Chef-lieu canton,10,44,2,2980,failure
39,Female,CHRISTINE,BOUDIER,Bussy-Saint-Georges,77058,Commune simple,77,11,3,3950,success
35,Male,ALEXIS,CHIFFOLEAU,Dieppe,76217,Sous-préfecture,76,28,7,2620,success
40,Male,JEROME,DE VIRY,Annemasse,74012,Chef-lieu canton,74,84,8,1420,success
41,Male,DIDIER,JEUDI,La Haye-Malherbe,27322,Commune simple,27,28,3,9140,success
52,Female,LAURENCE,NEYS,Smarves,86263,Commune simple,86,75,5,1940,success
68,Female,EDITH,MUPAVO,Lançon-Provence,13051,Commune simple,13,93,13,NA,failure
55,Female,FABIENNE,BEAUVALLET,Houilles,78311,Chef-lieu canton,78,11,4,1890,success
76,Female,JACQUELINE,LEZER,Eu,76255,Chef-lieu canton,76,28,13,NA,failure
40,Male,VINCENT,LECOINTE,Fontenay-sous-Bois,94033,Chef-lieu canton,94,11,8,1360,success
28,Male,MORGAN,LELONG,Crouy-en-Thelle,60185,Commune simple,60,32,10,NA,failure
36,Female,NOEMIE,FONCELLE,Sète,34301,Chef-lieu canton,34,76,6,1430,success
61,Female,BÉATRICE,LATAPIE,Lons-le-Saunier,39300,Préfecture,39,27,6,1310,success
80,Male,FRÉDÉRIC,BONY,Dijon,21231,Préfecture de région,21,27,13,NA,failure
44,Male,PATRICK,CHARRAS,Angicourt,60013,Commune simple,60,32,8,1910,success
96,Female,JEANNE,CHRETIEN,Saintes,17415,Sous-préfecture,17,75,13,NA,failure
43,Male,MARTIAL,AOUSTIN,Pont-Péan,35363,Commune simple,35,53,4,2940,success
68,Male,PATRICE,BAPTISTE,Jargeau,45173,Chef-lieu canton,45,24,1,1920,failure
74,Male,JEAN-CLAUDE,CARDINALI,Aspremont,06006,Commune simple,06,93,13,NA,failure
60,Female,ANNIE,GUILLERMO,Valines,80775,Commune simple,80,32,6,2590,success
62,Female,CATHERINE,PAMPHILE,La Rochelle,17300,Préfecture,17,75,13,NA,success
67,Male,JEAN-LOUIS,NEGRE,Igny,91312,Commune simple,91,11,13,NA,failure
72,Male,BERNARD,PATRON,Mauléon,79079,Chef-lieu canton,79,75,13,NA,failure
64,Male,JACKY,BLASZCZAK,Buhl,67069,Commune simple,67,44,13,NA,failure
64,Male,MARC,DENAUD,Saint-Leu-d'Esserent,60584,Commune simple,60,32,13,NA,failure
22,Female,ELISA,GAUTTIER,Auxerre,89024,Préfecture,89,27,10,NA,failure
28,Female,CAMILLE,CAVALEC,Herblay,95306,Chef-lieu canton,95,11,10,NA,success
50,Female,BRIGITTE,MENARD,Grenoble,38185,Préfecture,38,84,2,2330,success
52,Female,CARMEN,TIFFONNET,Bussière-Saint-Georges,23038,Commune simple,23,75,6,1410,success
54,Male,FRANCK,CAPDEVILLE,Andilly,17008,Commune simple,17,75,7,2750,success
18,Male,RAYAN,CHAILLEUX,Cagnes-sur-Mer,06027,Chef-lieu canton,06,93,10,NA,failure
56,Female,ISABELLE,MATAR,Marseille 14e  Arrondissement,13214,Préfecture de région,13,93,4,2270,success
21,Male,QUENTIN,CHARDENON,Corenc,38126,Commune simple,38,84,12,NA,failure
53,Male,JEAN-FRANÇOIS,LAURENT,Jeumont,59324,Commune simple,59,32,8,1220,success
60,Male,JEAN-MICHEL,MICHAU,Chalon-sur-Saône,71076,Sous-préfecture,71,27,7,2240,success
85,Male,FRANÇOIS,BRUGIE,La Gaude,06065,Commune simple,06,93,13,NA,failure
19,Male,ROBIN,LARIVIERE,Malakoff,92046,Chef-lieu canton,92,11,12,NA,failure
61,Male,LIONEL,HELFER,Désandans,25198,Commune simple,25,27,7,1910,failure
63,Male,JACQUES,FREDY,Paris 19e  Arrondissement,75119,Capitale d'état,75,11,5,4490,failure
56,Female,NICOLE,PETITO,Malmerspach,68199,Commune simple,68,44,5,1210,success
26,Male,AMIN,VACHON,Levallois-Perret,92044,Chef-lieu canton,92,11,4,3330,failure
64,Male,MICHEL,RUHIER,Campagnan,34047,Commune simple,34,76,12,NA,failure
26,Female,MYRIAM,PORCHER,Stiring-Wendel,57660,Chef-lieu canton,57,44,7,1770,success
89,Female,LOUISE,DUJARDIN,Marseille 1er Arrondissement,13201,Préfecture de région,13,93,13,NA,failure
84,Female,PAULETTE,DREZEN,Mazamet,81163,Chef-lieu canton,81,76,13,NA,failure
66,Male,JEAN,FOURNIER,Paris 14e  Arrondissement,75114,Capitale d'état,75,11,13,NA,failure
61,Male,PASCAL,LARGILLIERE,Le Luhier,25351,Commune simple,25,27,13,NA,failure
25,Female,INGRID,MASCLET,Saint-Louis,68297,Commune simple,68,44,5,1470,failure
30,Female,AURÉLIE,THERY,Toulouse,31555,Préfecture de région,31,76,4,2310,failure
15,Female,JESSIE,BEASSE,Bosmie-l'Aiguille,87021,Commune simple,87,75,10,NA,failure
71,Male,JOËL,LECLERC,Rohan,56198,Chef-lieu canton,56,53,13,NA,failure
81,Female,MARIE,BORNE,Sailly-lez-Lannoy,59522,Commune simple,59,32,13,NA,failure
92,Male,ROGER,BRUNET,Servian,34300,Chef-lieu canton,34,76,13,NA,failure
47,Female,CORINNE,CHAPOT,Argenteuil,95018,Sous-préfecture,95,11,11,NA,success
16,Male,LUCAS,DUBOIS,Vaux-le-Pénil,77487,Commune simple,77,11,10,NA,failure
34,Female,JESSICA,HEURTEFEU,Limoges,87085,Préfecture de région,87,75,4,1850,success
48,Female,ISABELLE,DELONGHE,Lumbres,62534,Chef-lieu canton,62,32,5,1530,success
41,Male,GUILLAUME,JANKOWSKI,Sannois,95582,Chef-lieu canton,95,11,4,2750,success
68,Male,JEAN-PIERRE,HERBLOT,Cazères,31135,Chef-lieu canton,31,76,13,NA,failure
44,Male,DJILLALI,GOURIO,Romans-sur-Isère,26281,Chef-lieu canton,26,84,4,5800,success
53,Female,NADIA,TREFFANDIER,Villeneuve-lès-Maguelone,34337,Commune simple,34,76,6,1420,success
40,Male,YANN,FAVEYRIAL,Marthod,73153,Commune simple,73,84,7,1710,success
36,Male,ADRIEN,VICTOR,Saint-Jean-de-Moirans,38400,Commune simple,38,84,11,NA,failure
24,Female,LISA,GIDEMANN,Geville,55258,Commune simple,55,44,11,NA,failure
89,Male,DANIEL,GENTHON,Mâcon,71270,Préfecture,71,27,13,NA,failure
61,Female,VÉRONIQUE,GENOT,Paris 18e  Arrondissement,75118,Capitale d'état,75,11,4,1980,success
51,Male,PIERRE,GENGOUL,Bléré,37027,Chef-lieu canton,37,24,4,2950,success
80,Male,JEAN,SEGUIN,Limay,78335,Chef-lieu canton,78,11,13,NA,failure
89,Female,ODETTE,BECKER,Guyancourt,78297,Commune simple,78,11,13,NA,failure
23,Female,MANUELA,CANOVA,Ernestviller,57197,Commune simple,57,44,10,NA,failure
47,Female,MARIE-ISABELLE,FABRE,Gien,45155,Chef-lieu canton,45,24,12,NA,success
36,Female,CINDY,ERCOLI,Montpellier,34172,Préfecture de région,34,76,12,NA,success
77,Female,HÉLÈNE,MARY,Valençay,36228,Chef-lieu canton,36,24,13,NA,failure
36,Male,VIRGIL,MOUREN,Lyon 4e  Arrondissement,69384,Préfecture de région,69,84,2,3360,failure
35,Female,CLAIRE,SPARTOLI,Flers-en-Escrebieux,59234,Commune simple,59,32,5,1550,success
46,Male,LILIAN,LE BRUN,Saint-Gobert,02681,Commune simple,02,32,8,1840,success
69,Female,FRANÇOISE,SALEM,La Londe-les-Maures,83071,Commune simple,83,93,13,NA,failure
26,Male,VINCENT,BERNARD,Maizières-lès-Metz,57433,Chef-lieu canton,57,44,4,1720,failure
41,Male,NICOLAS,MELI,Paris 15e  Arrondissement,75115,Capitale d'état,75,11,11,NA,success
35,Female,FANNY,DIABY,Neuvy-le-Roi,37170,Chef-lieu canton,37,24,4,2460,success
27,Female,GAELLE,GUILLOD,Guillestre,05065,Chef-lieu canton,05,93,4,1790,failure
47,Female,SANDRINE,CHAUVIN,Fresnes,94034,Chef-lieu canton,94,11,4,1870,failure
60,Female,MARTINE,PERRIER,Nice,06088,Préfecture,06,93,3,2340,success
29,Female,HÉLÈNE,DEGUILLE,Strasbourg,67482,Préfecture de région,67,44,5,1980,failure
22,Male,FLORIAN,GADON,Taverny,95607,Chef-lieu canton,95,11,7,1680,failure
28,Female,FLORIANE,CHAMPION,Anglet,64024,Chef-lieu canton,64,75,11,NA,success
47,Male,CHRISTOPHE,FAUQUEREAU,Cherbourg-en-Cotentin,50129,Sous-préfecture,50,28,6,2690,success
53,Female,FRÉDÉRIQUE,DEROUET,Barraux,38027,Commune simple,38,84,8,1450,success
84,Female,MARIE-THÉRÈSE,LOUTREIN,Cruviers-Lascours,30100,Commune simple,30,76,13,NA,failure
56,Female,MARIE-LISE,POLLEUX,Saint-Jean-de-Braye,45284,Chef-lieu canton,45,24,7,1610,success
17,Female,MAELLE,ROUSSEAU,Cannes,06029,Chef-lieu canton,06,93,10,NA,failure
45,Male,MAXIMILIEN,JARS,Draveil,91201,Chef-lieu canton,91,11,7,2590,failure
46,Female,ISABELLE,ESCANDE,Le Luc,83073,Chef-lieu canton,83,93,4,1790,failure
53,Male,CLAUDE,GEVAERT,Lacroix-Saint-Ouen,60338,Commune simple,60,32,3,3230,success
59,Female,VIVIANE,LEPORCQ,Saint-Vigor-le-Grand,14663,Commune simple,14,28,4,1980,success
60,Male,ABDELKADER,FAURE,Saint-Estève,66172,Chef-lieu canton,66,76,5,6340,failure
69,Male,ANDRÉ,CARIME-JALIME,Conflans-Sainte-Honorine,78172,Chef-lieu canton,78,11,13,NA,failure
48,Female,FRANÇOISE,VINET,Romorantin-Lanthenay,41194,Sous-préfecture,41,24,12,NA,success
77,Male,ROBERT,DECHAMBRE,Besançon,25056,Préfecture de région,25,27,13,NA,failure
16,Female,CLARA,ROJAS,Villeneuve-lès-Maguelone,34337,Commune simple,34,76,10,NA,failure
72,Female,THÉRÈSE,JAY,Saint-Pardoux-la-Rivière,24479,Chef-lieu canton,24,75,13,NA,failure
67,Male,AIME,MICHE,Lalinde,24223,Chef-lieu canton,24,75,13,NA,failure
17,Female,LÉA,DRAME,Angers,49007,Préfecture,49,52,10,NA,failure
31,Female,PAULINE,BARON,Saint-Priest,69290,Chef-lieu canton,69,84,5,1390,success
74,Female,ANNETTE,GUEDON,Herblay,95306,Chef-lieu canton,95,11,13,NA,failure
58,Male,GÉRARD,DUSSAUX,Joinville-le-Pont,94042,Chef-lieu canton,94,11,4,2700,success
35,Female,LIVIE,COLIN,Ricarville-du-Val,76526,Commune simple,76,28,12,NA,success
42,Female,FANNY,BASTIDE,Bruguières,31091,Commune simple,31,76,4,1330,success
94,Female,MICHELINE,LEFEVRE,La Roquette-sur-Siagne,06108,Commune simple,06,93,13,NA,failure
15,Female,SARAH,JOURDAN,Saint-Didier-en-Bresse,71405,Commune simple,71,27,10,NA,failure
41,Female,ANNE,BLANCHARD,Averton,53013,Commune simple,53,52,11,NA,success
52,Male,PASCAL,DARGEIN,Morangis,91432,Commune simple,91,11,4,1780,success
43,Female,KATIA,LIDON,Flumet,73114,Commune simple,73,84,8,2810,success
17,Female,LUCIE,GREGET,Gaillac-d'Aveyron,12107,Commune simple,12,76,10,NA,failure
53,Male,GABRIEL,BRUNO,La Vacherie,27666,Commune simple,27,28,12,NA,success
61,Female,CHANTAL,HANOUX,Limoges,87085,Préfecture de région,87,75,6,1360,success
32,Female,MARION,DE SAINT MELEUC,Montargis,45208,Sous-préfecture,45,24,4,2900,success
27,Male,THÉO,CLAUZEL,Paris 14e  Arrondissement,75114,Capitale d'état,75,11,3,4920,failure
54,Female,ISABELLE,LEBRUN,Fréland,68097,Commune simple,68,44,4,1520,success
26,Male,MORGAN,MANCHES,Bonnières,62154,Commune simple,62,32,11,NA,failure
38,Male,ANTOINE,GATINEAU,Balan,08043,Commune simple,08,44,7,2200,success
25,Male,ABDELJALIL,HERBERT,Oulmes,85168,Commune simple,85,52,4,1830,failure
49,Female,ROZENN,BENTAHAR,Wattignies,59648,Commune simple,59,32,3,1920,failure
51,Male,CHRISTIAN,DECONINCK,Valmont,57690,Commune simple,57,44,12,NA,success
35,Female,STÉPHANIE,CLOUET,Montpellier,34172,Préfecture de région,34,76,3,3110,success
39,Male,STEVEN,THIBOUT,Hardinghen,62412,Commune simple,62,32,8,1760,success
59,Male,ARNAUD,FOLLIN,Guilers,29069,Commune simple,29,53,13,NA,success
54,Male,BERNARD,LAUNAY,Beauvoir-sur-Mer,85018,Chef-lieu canton,85,52,12,NA,success
32,Female,ELODIE,COUILLEAU,Brest,29019,Sous-préfecture,29,53,3,1880,success
25,Male,AMAURY,HAHN,Nantes,44109,Préfecture de région,44,52,4,2730,failure
76,Male,NOËL,POINSON,Gagny,93032,Chef-lieu canton,93,11,13,NA,failure
61,Male,JEAN-LUC,PERRIN,Savigny-sur-Orge,91589,Chef-lieu canton,91,11,12,NA,success
66,Male,PATRIQUE,CHEDEVILLE,Nice,06088,Préfecture,06,93,13,NA,failure
64,Male,DIDIER,DANNE,Bouville,76135,Commune simple,76,28,4,2760,failure
35,Female,CRISTELLE,FLORES,Sathonay-Camp,69292,Commune simple,69,84,6,1140,success
31,Male,MATHIEU,AUBIGNAT,Hangard,80414,Commune simple,80,32,4,1370,failure
42,Male,NICOLAS,THERON,Brétigny-sur-Orge,91103,Chef-lieu canton,91,11,6,2210,success
56,Male,CHRISTOPHE,DANIEL,Hilsprich,57325,Commune simple,57,44,11,NA,success
50,Male,PHILIPPE,RAUFASTE,Jugeals-Nazareth,19093,Commune simple,19,75,4,2410,success
73,Female,NICOLLE,BECEL,Les Andelys,27016,Sous-préfecture,27,28,13,NA,failure
73,Male,VLADIMIR,BES,Sainte-Anne-sur-Brivet,44152,Commune simple,44,52,13,NA,failure
49,Female,NATHALIE,PENON,Saint-Lô,50502,Préfecture,50,28,3,2370,success
56,Male,GILLES,FERREOL,Reims,51454,Sous-préfecture,51,44,7,1320,success
24,Female,CENNET,THOMASSIN,Claret,04058,Commune simple,04,93,6,1700,failure
27,Male,QUENTIN,BOSQUET,Lamastre,07129,Chef-lieu canton,07,84,11,NA,failure
27,Male,ANTOINE,VERGER,Armancourt,60023,Commune simple,60,32,6,1140,failure
69,Female,MARIE,CHABOUNI,Champs-sur-Marne,77083,Chef-lieu canton,77,11,13,NA,success
72,Male,JOSÉ,MAEDER,Schiltigheim,67447,Chef-lieu canton,67,44,13,NA,failure
59,Female,CATHERINE,ALBY,Le Bardon,45020,Commune simple,45,24,3,2190,success
55,Female,MICHELLE,PEIGNE,Westhouse,67526,Commune simple,67,44,12,NA,success
29,Female,MARION,CHANAL,Aulnay-sous-Bois,93005,Chef-lieu canton,93,11,5,1820,success
79,Male,JOËL,FORTIN,Marly,59383,Commune simple,59,32,13,NA,failure
27,Male,ADRIEN,THIBAUD,Bellegarde,30034,Commune simple,30,76,12,NA,failure
28,Female,VIRGINIE,HOAREAU,Jonchery-sur-Vesle,51308,Commune simple,51,44,3,2540,failure
21,Male,LUDOVIC,PUCCIO,Pauillac,33314,Chef-lieu canton,33,75,11,NA,failure
20,Male,GWENOLE,CROS,Paris 16e  Arrondissement,75116,Capitale d'état,75,11,7,1210,failure
16,Male,LOUIS,BERNARDOT,Dizy,51210,Commune simple,51,44,10,NA,failure
49,Female,RAPHAELE,COURBOULES,Villetaneuse,93079,Commune simple,93,11,6,1220,success
75,Male,FRANÇOIS,LE MAOU,Fontaines-en-Sologne,41086,Commune simple,41,24,13,NA,failure
38,Female,AUDREY,CAMARA,Fontaine-le-Comte,86100,Commune simple,86,75,3,1560,success
16,Female,CAMILLE,SCHUBERT,Paris 19e  Arrondissement,75119,Capitale d'état,75,11,10,NA,failure
42,Male,CHRISTOPHE,RECHAL,Saint-Omer,62765,Sous-préfecture,62,32,12,NA,success
72,Female,LILIANE,NIGRO,Borgo,2B042,Chef-lieu canton,2B,94,13,NA,failure
43,Male,ANTOINE,CLAUSELL,Auvillar,82008,Chef-lieu canton,82,76,3,3590,success
52,Female,EDWIGE,RENAULT,Quiévrechain,59484,Commune simple,59,32,2,2120,success
